id,supplier,name,active,description,category,timestamp,usda_id,price_per_kg,price_per_unit,usda_weight_unit_g,weight_net_g,price_total,organic,origin,picture
45946STK,NL jumbo,Jumbo Galia Meloen,1,,Fruit,0,09181,3.61,,552,1,1.99,,,https://static-images.jumbo.com/product_images/45946STK-1_720x720.png
45946STK,NL jumbo,Jumbo Galia Meloen,1,,Fruit,0,09184,3.61,,552,1,1.99,,,https://static-images.jumbo.com/product_images/45946STK-1_720x720.png
wi413751/ah-pindakaas-naturel,NL ah,AH Pindakaas naturel 500 g,1,,Ontbijtgranen. broodbeleg. tussendoor/Pindakaas,0,16398,3.38,,0,500,1.69,,,https://static.ah.nl/static/product/AHI_434d50363030343933_1_LowRes_JPG.JPG
wi400492/white-lady-naturel-zuivelspread,NL ah,White Lady Naturel zuivelspread 300 g,1,,Ontbijtgranen. broodbeleg. tussendoor/Roomkaas (na,0,01017,3.33,,0,300,1,,,https://static.ahold.com/cmgtcontent/media//001641700/000/001641790_001_400492_708.jpg
wi439390/white-lady-zuivelspread-light,NL ah,White Lady Zuivelspread light 300 g,1,,Ontbijtgranen. broodbeleg. tussendoor/Roomkaas lig,0,01017,3.33,,0,300,1,,,https://static.ahold.com/cmgtcontent/media//001974700/000/001974738_001_439390_708.jpg
194462ZK,NL jumbo,Jordans Honey Baked Granola Simply Crunchy 750g,1,,Brood. cereals. beleg,0,08037,3.31,,0,750,2.48,,,https://static-images.jumbo.com/product_images/194462ZK-1_720x720.png
wi106240/ah-zwarte-olijven-zonder-pit,NL ah,AH Zwarte olijven zonder pit 240 g,1,,Pasta. rijst. internationale keuken/Zwarte olijven,0,09193,3.29,,0,240,0.79,,,https://static.ah.nl/static/product/AHI_434d50303036363435_1_LowRes_JPG.JPG
wi408050/carbonell-zwarte-olijven-zonder-pit,NL ah,Carbonell Zwarte olijven zonder pit 340 g,1,,Pasta. rijst. internationale keuken/Zwarte olijven,0,09193,3.29,,0,340,1.12,,,https://static.ahold.com/cmgtcontent/media//001674400/000/001674488_001_408050_708.jpg
wi182979/del-monte-halve-abrikozen-op-lichte-siroo,NL ah,Del Monte Halve abrikozen op lichte siroop 825 g,1,,Aardappel. groente. fruit/Abrikozen (conserven),0,09021,3.18,,0,825,2.62,,,https://static.ahold.com/cmgtcontent/media//001641100/000/001641110_002_182979_708.jpg
155557BAK,NL jumbo,Zespri Green Kiwifruit 1000g,1,,Fruit,0,09148,2.89,,0,1000,2.89,,,https://static-images.jumbo.com/product_images/155557BAK-1_720x720.png
wi129242/ah-kiwi-groen,NL ah,AH Kiwi groen 1 kg,1,,Aardappel. groente. fruit/Kiwi,0,09148,2.89,,0,1,2.89,,,https://static.ah.nl/static/product/AHI_43545236383333323434_1_LowRes_JPG.JPG
wi121475/ah-bloemkoolroosjes-voordeel,NL ah,AH Bloemkoolroosjes voordeel 1 kg,1,,Aardappel. groente. fruit/Bloemkool (diepvries),0,11135,2.86,,0,1,2.86,,,https://static.ah.nl/static/product/AHI_434d50313937303937_1_LowRes_JPG.JPG
wi400467/ah-cottage-cheese,NL ah,AH Cottage cheese 200 g,1,,Kaas. vleeswaren. delicatessen/Huttenkase,0,01012,2.85,,0,200,0.57,,,https://static.ah.nl/static/product/AHI_434d50323732343536_1_LowRes_JPG.JPG
